INDEX,LO_MUSLIMS,LO_MIGRANTS,LO_WOMEN,LO_LGBT+,LO_JEWS
1231.0,train,train,test,train,validation
1232.0,train,train,test,train,train
1233.0,train,train,test,train,train
1234.0,train,train,test,train,train
1235.0,train,train,test,validation,validation
1236.0,train,train,test,validation,train
1237.0,train,validation,test,train,train
1238.0,train,train,test,train,train
1239.0,train,train,test,train,train
1240.0,train,train,test,train,train
1241.0,train,train,test,train,train
1243.0,train,train,test,train,validation
1244.0,train,train,test,train,train
1245.0,train,train,test,train,train
1246.0,validation,validation,test,train,train
1247.0,train,train,test,train,train
1248.0,train,train,test,train,train
1249.0,train,train,test,train,validation
1253.0,train,train,test,train,train
1254.0,train,train,test,train,validation
1255.0,train,train,test,train,train
1256.0,train,train,test,validation,train
1257.0,train,train,train,train,train
1258.0,train,train,train,train,validation
1259.0,train,validation,train,train,train
1260.0,train,train,train,train,train
1261.0,train,train,train,train,train
1262.0,train,train,train,train,train
1263.0,train,train,train,train,train
1264.0,train,train,train,train,validation
1265.0,train,train,train,train,train
1266.0,validation,validation,validation,train,train
1267.0,train,train,train,train,train
1268.0,train,train,train,train,train
1269.0,train,validation,train,train,train
1270.0,train,validation,train,train,validation
1271.0,train,test,train,train,train
1276.0,train,test,train,validation,train
1281.0,train,test,train,train,train
1283.0,train,test,train,train,train
1286.0,train,test,train,train,train
1287.0,train,test,train,train,validation
1288.0,train,test,train,train,train
1291.0,train,test,train,train,train
1292.0,train,test,train,train,train
1293.0,train,test,train,train,train
1294.0,train,test,train,train,train
1295.0,train,test,train,train,train
1296.0,train,test,train,train,train
1298.0,train,test,train,train,train
1299.0,train,test,train,train,train
1301.0,train,train,train,train,test
1302.0,train,validation,train,train,train
1303.0,validation,train,validation,train,train
1304.0,train,train,train,validation,test
1305.0,train,train,train,train,test
1306.0,train,validation,train,train,test
1307.0,train,train,train,train,test
1308.0,train,train,train,train,test
1309.0,train,train,train,train,test
1310.0,train,train,train,train,test
1311.0,train,train,train,train,test
1312.0,train,train,train,train,test
1313.0,train,train,train,train,test
1314.0,train,train,train,train,test
1315.0,train,train,train,train,test
1316.0,train,train,train,train,test
1317.0,train,train,train,train,test
1318.0,train,train,train,train,test
1319.0,train,train,train,train,test
1320.0,train,train,train,train,test
1321.0,train,train,train,train,test
1322.0,train,train,train,train,test
1323.0,train,validation,train,train,test
1324.0,validation,validation,validation,train,test
1325.0,train,train,train,train,test
1326.0,validation,train,validation,validation,test
1327.0,train,train,train,train,test
1329.0,train,train,train,train,validation
1330.0,validation,train,validation,train,train
1331.0,train,train,train,test,train
1332.0,train,train,train,test,train
1333.0,train,train,train,test,train
1334.0,train,train,train,test,train
1335.0,validation,train,validation,test,train
1336.0,train,train,train,test,train
1337.0,train,train,train,test,validation
1338.0,validation,train,validation,test,train
1339.0,train,train,train,test,train
1340.0,train,train,train,test,train
1344.0,test,validation,train,train,train
1347.0,test,train,train,train,train
1350.0,test,train,train,train,train
1354.0,test,train,train,train,train
1356.0,test,train,train,train,train
1357.0,test,train,train,train,train
1359.0,test,train,train,train,validation
1361.0,test,train,train,train,train
1362.0,test,train,train,train,train
1366.0,test,train,train,train,train
1367.0,test,train,train,train,train
1368.0,test,train,train,train,train
1369.0,test,train,train,train,train
1370.0,test,train,train,train,validation
1374.0,test,train,train,train,train
1375.0,test,train,validation,train,train
1376.0,test,validation,train,train,validation
1377.0,test,train,train,validation,validation
1380.0,test,train,train,train,train
1382.0,test,train,train,validation,validation
1384.0,test,train,train,train,train
1385.0,test,train,train,train,train
1392.0,test,train,train,validation,train
1393.0,test,train,train,train,validation
1394.0,test,train,train,train,train
1396.0,test,train,train,train,train
1397.0,test,train,train,train,train
1399.0,test,train,train,validation,train
1402.0,test,train,train,train,train
1403.0,test,train,train,train,train
1404.0,test,train,validation,validation,train
1405.0,test,train,train,train,train
1406.0,test,train,train,train,train
1407.0,test,validation,train,train,train
1408.0,test,train,train,train,train
1412.0,test,train,train,train,train
1416.0,test,train,train,train,train
1417.0,test,train,train,train,train
1421.0,test,train,train,train,train
1422.0,test,train,train,train,train
1424.0,test,train,train,train,validation
1427.0,train,train,test,train,validation
1428.0,train,train,test,train,train
1429.0,train,train,test,train,train
1430.0,train,train,test,train,train
1431.0,train,train,test,train,train
1432.0,train,train,test,train,train
1434.0,train,train,test,train,train
1435.0,train,train,test,validation,train
1436.0,train,train,test,train,train
1438.0,train,train,test,train,train
1439.0,train,train,test,train,train
1440.0,train,train,test,train,train
1441.0,train,train,test,train,train
1442.0,train,train,test,train,train
1443.0,train,validation,test,train,train
1444.0,validation,train,test,train,train
1445.0,train,train,test,train,validation
1446.0,train,train,test,train,train
1447.0,train,train,test,train,train
1448.0,train,train,test,train,train
1449.0,train,train,test,train,train
1450.0,train,train,test,train,train
1451.0,train,train,test,validation,train
1452.0,train,train,test,train,train
1453.0,train,train,test,train,train
1454.0,train,train,test,train,train
1455.0,train,train,test,train,train
1456.0,train,train,test,train,train
1457.0,train,train,test,train,train
1458.0,train,train,test,train,train
1459.0,validation,train,test,train,train
1461.0,train,train,test,train,train
1462.0,train,train,train,train,validation
1463.0,train,train,train,train,train
1464.0,train,train,train,train,train
1465.0,train,validation,validation,train,train
1466.0,train,train,train,validation,train
1467.0,train,validation,train,train,train
1468.0,train,train,train,train,train
1469.0,train,train,train,train,train
1470.0,train,validation,train,train,train
1471.0,train,train,train,train,train
1472.0,train,train,train,train,train
1473.0,train,train,train,train,train
1474.0,validation,test,train,train,train
1476.0,train,test,train,train,train
1479.0,train,test,train,train,train
1483.0,train,test,train,train,train
1484.0,train,test,train,train,train
1486.0,train,test,train,train,validation
1488.0,train,test,train,train,train
1494.0,train,test,train,train,train
1495.0,train,test,train,train,train
1497.0,train,test,train,train,train
1501.0,train,train,train,train,train
1502.0,train,validation,train,train,train
1503.0,train,train,train,train,train
1504.0,train,train,train,train,train
1505.0,train,validation,train,train,train
1506.0,train,train,train,train,train
1507.0,train,train,train,train,train
1508.0,train,train,train,train,test
1509.0,train,train,train,train,test
1510.0,train,train,train,train,test
1511.0,train,train,train,train,test
1512.0,train,train,train,train,test
1513.0,train,train,train,test,train
1514.0,train,train,train,test,train
1515.0,train,train,train,test,train
1516.0,train,train,train,test,train
1517.0,train,train,validation,test,train
1518.0,train,train,train,test,train
1519.0,train,train,train,test,train
1521.0,train,test,train,train,train
1523.0,train,test,train,train,train
1526.0,train,test,train,train,train
1527.0,train,test,train,train,validation
1529.0,train,test,train,train,train
1530.0,train,test,train,validation,train
1532.0,validation,test,train,train,train
1533.0,train,test,train,train,train
1537.0,test,train,validation,train,train
1539.0,test,train,train,train,train
1540.0,test,train,validation,train,train
1542.0,test,validation,train,train,train
1543.0,test,train,train,train,train
1544.0,test,train,train,train,train
1545.0,test,train,validation,train,train
1549.0,test,train,train,train,train
1550.0,test,train,train,validation,train
1552.0,train,train,train,train,train
1553.0,train,train,train,validation,train
1554.0,train,train,train,train,train
1555.0,train,train,train,train,train
1556.0,train,train,train,train,train
1557.0,train,train,train,validation,train
1558.0,train,train,test,train,train
1559.0,train,train,test,train,validation
1560.0,train,train,test,train,train
1561.0,validation,validation,test,train,validation
1562.0,train,train,test,train,train
1563.0,validation,train,test,train,train
1564.0,train,train,test,train,validation
1565.0,train,train,test,train,train
1566.0,train,train,test,train,train
1567.0,validation,train,test,train,train
1568.0,train,train,test,train,train
1569.0,train,train,test,train,validation
1570.0,train,train,test,train,train
1571.0,train,train,test,train,train
1572.0,train,train,test,train,validation
1575.0,train,train,train,train,train
1576.0,train,train,train,train,test
1577.0,train,validation,train,train,test
1578.0,train,train,train,train,test
1579.0,train,train,train,train,test
1580.0,train,train,train,train,test
1581.0,train,train,train,train,test
1582.0,train,train,train,train,test
1583.0,train,train,train,train,test
1584.0,train,train,train,train,test
1585.0,train,train,train,train,test
1586.0,train,train,train,train,test
1587.0,train,train,train,train,test
1588.0,train,train,train,train,test
1589.0,train,train,train,train,test
1590.0,train,train,train,train,test
1591.0,train,train,train,train,test
1592.0,train,train,train,train,test
1593.0,train,train,train,validation,test
1595.0,train,train,train,test,train
1596.0,train,train,train,test,train
1597.0,train,train,train,test,train
1598.0,train,train,train,test,train
1599.0,train,train,train,test,train
1600.0,train,train,train,test,train
1601.0,train,train,validation,test,train
1602.0,train,train,train,test,train
1603.0,train,train,train,test,train
1604.0,validation,train,train,test,train
1605.0,train,train,train,test,train
1606.0,train,train,train,test,train
1607.0,train,train,train,test,train
1608.0,train,train,train,test,train
1609.0,train,train,validation,test,train
1610.0,train,train,train,test,train
1611.0,train,train,train,test,validation
1612.0,validation,train,validation,test,train
1613.0,train,validation,train,test,train
1614.0,train,train,train,test,train
1615.0,validation,train,train,test,train
1616.0,train,train,train,test,train
1617.0,train,train,train,test,train
1618.0,train,test,train,train,train
1619.0,train,test,train,train,train
1621.0,train,test,validation,train,train
1623.0,train,test,train,train,train
1625.0,train,test,train,train,train
1626.0,validation,test,train,train,train
1627.0,train,test,train,train,train
1628.0,train,test,train,validation,train
1630.0,train,test,train,train,validation
1631.0,train,test,train,train,train
1632.0,train,test,train,validation,train
1633.0,train,test,train,train,train
1634.0,train,test,train,train,train
1635.0,train,test,validation,train,train
1637.0,train,test,train,train,train
1638.0,train,test,validation,train,train
1639.0,validation,test,validation,train,train
1642.0,train,test,train,train,train
1643.0,validation,test,train,validation,train
1644.0,validation,test,train,train,train
1645.0,train,test,train,train,train
1646.0,train,test,train,train,train
1648.0,train,test,train,train,validation
1649.0,train,test,validation,train,train
1650.0,train,test,train,train,train
1652.0,train,test,train,train,train
1653.0,validation,test,train,train,train
1656.0,train,test,train,train,train
1657.0,train,test,train,train,train
1658.0,train,test,train,validation,train
1662.0,train,test,train,train,train
1664.0,train,test,train,validation,train
1665.0,train,test,train,validation,train
1666.0,train,test,train,train,train
1667.0,train,test,train,train,train
1669.0,train,test,train,train,train
1670.0,train,test,train,train,train
1681.0,train,train,test,train,train
1682.0,test,train,train,train,train
1684.0,test,train,train,validation,train
1686.0,test,train,train,train,train
1690.0,test,train,train,train,train
1693.0,test,train,train,train,train
1694.0,test,validation,train,train,train
1695.0,test,train,train,train,train
1697.0,test,validation,train,train,train
1699.0,test,train,train,train,train
1700.0,test,train,train,train,train
1702.0,test,train,train,train,train
1703.0,test,validation,train,train,train
1704.0,test,train,train,train,train
1706.0,test,train,train,train,train
1707.0,test,train,train,train,train
1716.0,test,train,train,train,train
1718.0,test,train,train,train,train
1719.0,test,train,train,train,train
1722.0,test,train,train,train,train
1725.0,test,train,train,train,validation
1727.0,test,train,train,train,train
1729.0,test,train,train,train,train
1730.0,test,train,train,train,train
1731.0,test,train,train,train,train
1734.0,test,train,train,train,train
1736.0,test,train,train,train,train
1740.0,test,train,train,train,train
1741.0,test,train,train,train,train
1742.0,test,train,train,train,train
1745.0,test,train,train,train,train
1746.0,test,train,train,train,validation
1749.0,test,train,train,train,train
1750.0,test,train,train,train,validation
1751.0,test,train,train,train,train
1752.0,test,train,train,train,train
1753.0,test,train,train,train,train
1754.0,test,train,train,train,validation
1755.0,train,train,train,train,train
1756.0,train,train,train,train,train
1757.0,train,train,train,train,train
1758.0,train,train,train,train,train
1759.0,train,train,train,train,train
1760.0,train,train,train,train,train
1761.0,train,train,train,train,train
1762.0,train,train,train,train,train
1763.0,train,validation,validation,train,train
1764.0,train,train,train,train,train
1765.0,train,train,train,train,train
1766.0,train,train,train,train,train
1767.0,train,train,train,train,train
1768.0,train,train,train,train,train
1769.0,train,train,validation,train,train
1770.0,train,train,train,train,train
1771.0,train,validation,train,train,train
1772.0,train,train,train,train,train
1773.0,train,train,test,train,train
1774.0,train,validation,test,train,train
1775.0,train,train,test,train,train
1777.0,train,train,test,train,train
1778.0,train,train,test,train,train
1780.0,train,train,test,validation,train
1781.0,train,train,test,train,train
1782.0,train,train,test,train,train
1783.0,train,train,test,train,train
1784.0,train,validation,test,train,train
1785.0,train,train,test,train,train
1786.0,train,train,test,validation,train
1787.0,train,train,test,train,train
1788.0,train,train,test,train,train
1789.0,train,train,test,train,train
1790.0,train,train,test,train,validation
1791.0,train,train,test,train,train
1792.0,train,train,test,train,train
1793.0,train,train,test,train,train
1794.0,train,train,test,train,train
1795.0,train,validation,test,train,train
1796.0,train,train,test,train,train
1798.0,train,validation,test,train,train
1799.0,train,validation,test,train,validation
1800.0,train,train,test,train,train
1801.0,train,train,test,train,train
1803.0,train,train,test,train,validation
1804.0,train,train,test,train,train
1805.0,train,train,test,train,train
1806.0,validation,train,test,train,train
1807.0,train,validation,test,validation,train
1808.0,train,train,test,train,train
1809.0,train,train,train,train,train
1810.0,train,train,train,train,train
1811.0,train,train,train,train,validation
1812.0,validation,train,train,train,train
1813.0,train,train,train,validation,train
1814.0,train,train,train,train,train
1815.0,train,train,train,validation,train
1816.0,train,train,train,train,train
1817.0,train,train,train,train,train
1818.0,train,train,train,train,train
1819.0,train,train,train,train,train
1820.0,train,train,train,validation,train
1821.0,train,train,train,train,train
1822.0,train,train,train,validation,validation
1823.0,train,train,train,train,train
1824.0,train,train,validation,validation,test
1825.0,train,train,train,train,test
1826.0,train,train,train,train,test
1827.0,train,train,train,train,test
1828.0,train,train,train,train,test
1829.0,train,train,train,train,test
1830.0,train,train,validation,train,test
1831.0,validation,train,train,test,validation
1832.0,train,train,validation,test,validation
1833.0,train,train,train,test,train
1834.0,train,train,train,test,train
1835.0,train,train,train,test,train
1836.0,train,train,train,test,train
1837.0,validation,train,validation,test,train
1838.0,train,train,train,test,train
1839.0,validation,train,validation,test,validation
1840.0,train,train,train,test,train
1841.0,train,train,validation,test,train
1842.0,train,train,train,test,train
1843.0,train,train,train,test,train
1844.0,validation,train,train,test,train
1845.0,train,train,train,test,train
1846.0,validation,train,train,test,train
1847.0,train,train,train,test,train
1848.0,validation,train,validation,test,train
1849.0,train,train,train,test,train
1850.0,train,train,train,test,train
1851.0,train,train,train,test,train
1853.0,train,test,train,validation,train
1854.0,train,test,validation,train,train
1855.0,train,test,train,train,train
1856.0,validation,test,train,train,train
1857.0,train,test,train,train,train
1858.0,train,test,train,validation,train
1859.0,train,test,train,train,train
1861.0,train,test,validation,train,train
1862.0,validation,test,train,train,train
1864.0,train,test,train,train,train
1865.0,train,test,train,train,train
1867.0,train,test,train,validation,train
1868.0,train,test,train,train,train
1870.0,train,test,train,train,train
1871.0,validation,test,train,train,train
1873.0,train,test,train,train,train
1874.0,train,test,train,train,train
1875.0,train,test,train,train,train
1876.0,train,test,train,train,train
1877.0,train,test,validation,train,train
1892.0,test,train,train,train,train
1895.0,test,train,train,train,train
1897.0,test,train,train,train,train
1898.0,test,train,train,validation,train
1902.0,test,train,train,train,train
1907.0,test,train,train,train,train
1909.0,test,train,train,train,train
1910.0,test,train,train,train,train
1913.0,test,train,train,train,train
1914.0,test,train,train,train,train
1918.0,test,train,train,train,train
1921.0,test,train,train,train,train
1922.0,test,train,train,train,train
1924.0,test,train,train,train,train
1925.0,test,validation,train,train,train
1926.0,test,train,train,train,train
1930.0,test,train,train,train,train
1937.0,test,train,train,train,train
1944.0,test,train,train,train,train
1947.0,test,train,train,train,train
1948.0,train,validation,train,train,train
1949.0,train,train,train,train,train
1950.0,train,train,train,train,train
1951.0,train,train,train,train,train
1952.0,train,train,validation,train,train
1953.0,train,train,train,train,train
1954.0,validation,train,train,train,validation
1955.0,train,train,train,train,train
1956.0,train,train,train,validation,train
1957.0,train,train,train,train,train
1958.0,train,train,train,train,train
1959.0,train,train,train,train,train
1960.0,train,train,train,train,validation
1961.0,train,train,train,train,train
1962.0,train,train,train,train,train
1963.0,train,train,train,train,train
1964.0,train,train,train,train,train
1965.0,train,train,train,train,train
1966.0,train,train,validation,train,train
1967.0,train,validation,train,train,train
1969.0,train,train,train,train,train
1970.0,train,train,train,train,train
1971.0,train,train,validation,validation,train
1972.0,train,train,test,train,train
1973.0,train,train,test,train,train
1974.0,train,validation,test,train,train
1975.0,train,train,test,validation,train
1976.0,train,validation,test,train,train
1977.0,train,train,test,validation,train
1978.0,train,train,test,train,train
1979.0,train,train,test,train,train
1980.0,validation,train,test,train,validation
1981.0,train,validation,test,train,train
1982.0,train,train,test,train,train
1983.0,train,validation,test,train,train
1984.0,train,train,test,train,train
1985.0,train,validation,test,train,train
1986.0,train,train,test,train,validation
1987.0,train,train,test,train,train
1988.0,train,train,test,train,validation
1989.0,train,train,test,train,train
1990.0,train,train,test,train,train
1992.0,train,train,test,train,train
1994.0,train,validation,test,train,train
1995.0,train,train,test,train,validation
1997.0,validation,train,test,train,train
1999.0,train,train,test,train,validation
2000.0,train,train,test,train,train
2001.0,train,validation,train,train,validation
2002.0,validation,train,validation,train,test
2003.0,train,train,train,train,test
2004.0,validation,train,train,train,test
2005.0,train,train,train,train,test
2006.0,train,train,train,validation,test
2007.0,train,validation,train,train,test
2008.0,train,train,train,validation,test
2009.0,train,train,train,train,test
2010.0,train,train,train,train,test
2011.0,train,train,train,train,test
2012.0,train,train,train,train,test
2014.0,train,test,train,train,train
2016.0,train,test,train,train,train
2017.0,train,test,train,train,train
2018.0,train,test,train,train,train
2020.0,train,test,train,train,train
2021.0,train,test,train,train,train
2024.0,train,test,train,train,validation
2025.0,train,test,train,train,train
2026.0,train,test,train,train,train
2027.0,train,test,train,train,train
2028.0,train,test,train,train,train
2030.0,train,test,train,train,validation
2031.0,train,test,train,train,train
2033.0,train,test,train,train,train
2036.0,test,train,validation,train,train
2040.0,test,train,train,train,train
2044.0,test,train,validation,train,train
2046.0,test,train,train,train,validation
2049.0,test,train,train,train,train
2050.0,test,train,train,train,train
2051.0,test,validation,train,train,train
2053.0,test,train,train,train,train
2054.0,test,train,train,validation,train
2055.0,test,train,train,validation,train
2058.0,test,train,train,train,train
2061.0,test,train,train,train,train
2062.0,test,train,train,train,train
2063.0,train,train,train,train,train
2064.0,train,train,train,train,train
2065.0,validation,train,train,train,validation
2066.0,train,train,test,train,train
2067.0,validation,train,test,train,train
2068.0,train,train,test,train,train
2069.0,train,train,test,train,train
2070.0,train,train,test,train,train
2071.0,train,train,train,train,train
2072.0,train,train,train,train,train
2073.0,train,train,train,train,train
2074.0,train,train,train,train,train
2075.0,train,train,train,train,train
2077.0,train,train,train,train,test
2078.0,train,train,train,train,test
2079.0,train,train,train,train,test
2080.0,train,train,train,train,test
2081.0,train,train,train,train,test
2082.0,train,validation,train,train,test
2083.0,train,train,train,train,test
2084.0,train,train,train,train,test
2085.0,train,train,validation,train,test
2086.0,train,train,validation,train,test
2087.0,train,train,train,train,test
2088.0,train,train,train,train,test
2089.0,train,train,train,train,test
2090.0,train,train,train,train,test
2091.0,train,train,train,train,test
2092.0,train,train,train,validation,test
2093.0,train,train,train,train,test
2094.0,train,train,train,validation,test
2095.0,validation,train,train,train,test
2096.0,validation,validation,train,train,test
2097.0,train,train,train,train,test
2098.0,train,train,train,train,test
2099.0,train,train,train,train,test
2100.0,train,validation,train,train,test
2101.0,train,train,train,train,test
2102.0,train,validation,train,train,test
2103.0,train,train,train,train,test
2104.0,train,train,train,train,test
2105.0,train,train,train,test,train
2106.0,train,train,train,test,train
2107.0,train,train,train,test,train
2108.0,train,train,train,test,train
2110.0,train,train,train,test,train
2111.0,train,train,train,test,train
2112.0,train,train,train,test,train
2113.0,train,train,train,test,train
2114.0,train,train,train,test,train
2115.0,train,train,train,test,train
2116.0,train,train,train,test,train
2117.0,train,train,train,test,train
2118.0,train,train,train,test,train
2119.0,train,test,validation,train,train
2120.0,train,test,train,train,validation
2122.0,train,test,validation,train,train
2125.0,train,test,train,train,train
2126.0,train,test,train,train,train
2129.0,train,test,train,validation,train
2131.0,train,test,train,train,train
2132.0,train,test,train,validation,train
2133.0,train,test,train,validation,train
2134.0,train,test,train,train,train
2137.0,validation,test,train,train,train
2138.0,train,test,train,train,train
2140.0,validation,test,train,train,train
2141.0,train,test,train,train,train
2143.0,train,test,train,train,train
2145.0,train,test,train,train,validation
2147.0,train,test,train,train,train
2148.0,train,test,train,train,train
2149.0,train,test,validation,train,train
2152.0,train,test,train,validation,validation
2153.0,train,test,validation,train,train
2167.0,test,train,validation,train,validation
2172.0,test,train,train,train,train
2177.0,test,train,train,train,train
2178.0,test,train,train,train,train
2181.0,test,train,train,train,train
2182.0,test,train,train,train,train
2183.0,test,train,train,train,train
2184.0,test,train,train,train,train
2185.0,test,train,train,validation,train
2186.0,test,validation,train,train,train
2188.0,test,train,train,validation,train
2189.0,test,validation,validation,train,train
2190.0,test,train,train,validation,train
2191.0,test,train,train,train,train
2196.0,test,train,train,train,train
2197.0,test,train,train,train,train
2199.0,test,train,train,train,train
2203.0,test,train,train,train,train
2210.0,test,train,train,train,train
2214.0,test,train,train,train,train
2215.0,test,train,train,train,train
2219.0,test,train,validation,train,train
2222.0,test,train,train,train,train
2223.0,test,train,validation,train,train
2224.0,test,train,train,train,train
2225.0,test,train,validation,train,validation
2228.0,test,train,train,train,train
2230.0,test,train,train,train,validation
2231.0,test,train,train,train,train
2234.0,test,train,train,train,train
2236.0,test,train,train,train,train
2238.0,test,train,train,train,train
2239.0,test,train,train,train,train
2244.0,test,train,train,train,train
2248.0,test,train,train,train,train
2250.0,test,train,train,validation,train
2251.0,test,train,train,train,train
2254.0,test,train,train,train,train
2256.0,test,validation,train,train,train
2257.0,train,validation,train,train,train
2258.0,train,train,train,validation,train
2259.0,train,train,train,train,train
2260.0,train,train,train,train,train
2261.0,train,train,train,train,train
2262.0,train,train,train,train,train
2263.0,train,train,train,train,train
2264.0,validation,train,train,train,train
2265.0,train,train,train,train,train
2266.0,validation,train,validation,train,train
2267.0,validation,train,train,train,train
2268.0,train,train,train,train,train
2269.0,train,train,train,train,train
2270.0,train,train,train,train,train
2271.0,train,train,validation,train,train
2272.0,train,train,train,validation,validation
2274.0,train,train,test,train,validation
2275.0,train,train,test,train,train
2276.0,train,train,test,train,train
2277.0,train,train,test,train,train
2279.0,train,train,test,train,train
2280.0,validation,train,test,train,train
2281.0,train,train,test,train,train
2282.0,train,train,test,train,train
2283.0,train,train,test,train,train
2284.0,train,train,test,train,train
2285.0,train,train,test,train,train
2286.0,train,train,test,train,train
2287.0,train,train,test,train,train
2288.0,train,train,test,validation,train
2289.0,train,train,test,train,train
2290.0,validation,train,test,train,train
2291.0,train,validation,test,train,train
2292.0,validation,train,test,train,train
2293.0,train,validation,test,validation,train
2294.0,validation,train,test,train,train
2295.0,train,train,test,train,train
2297.0,train,train,test,train,train
2298.0,train,train,test,train,train
2300.0,train,train,test,train,train
2301.0,train,train,test,train,train
2302.0,train,train,test,validation,train
2303.0,train,train,test,train,train
2304.0,train,train,test,train,train
2305.0,train,train,test,train,train
2307.0,train,train,test,train,train
2308.0,train,train,train,train,train
2309.0,train,train,train,train,train
2310.0,train,train,train,train,validation
2311.0,train,train,train,train,train
2312.0,train,validation,train,train,test
2313.0,train,train,train,train,test
2314.0,train,validation,train,train,test
2315.0,train,validation,train,train,test
2316.0,train,train,train,train,test
2317.0,train,train,train,train,test
2318.0,train,train,train,train,test
2319.0,train,train,train,train,test
2320.0,validation,train,validation,train,test
2321.0,train,train,train,test,validation
2322.0,train,train,train,test,train
2323.0,train,train,train,test,train
2324.0,train,train,train,test,train
2325.0,validation,train,train,test,train
2326.0,train,validation,train,test,train
2327.0,train,train,train,test,train
2328.0,train,train,train,test,train
2329.0,train,train,train,test,train
2330.0,train,train,train,test,train
2331.0,train,train,train,test,train
2332.0,train,train,train,test,train
2333.0,train,train,train,test,train
2334.0,train,train,validation,test,train
2335.0,train,test,train,train,train
2336.0,train,test,train,train,train
2337.0,train,test,train,train,validation
2338.0,train,test,train,train,train
2339.0,validation,test,validation,train,validation
2341.0,train,test,train,validation,validation
2342.0,train,test,train,train,train
2345.0,train,test,train,train,train
2349.0,train,test,train,train,train
2350.0,train,test,train,train,train
2351.0,train,test,train,train,train
2353.0,train,test,validation,train,train
2354.0,train,test,train,validation,train
2356.0,train,test,train,train,train
2357.0,train,test,train,train,train
2358.0,train,test,train,train,train
2359.0,train,test,train,train,validation
2361.0,train,test,train,train,train
2362.0,validation,test,train,train,train
2365.0,train,test,train,train,train
2366.0,train,test,train,train,train
2367.0,train,test,train,train,train
2368.0,train,test,train,train,train
2369.0,validation,test,train,train,train
2370.0,train,test,train,train,train
2371.0,train,test,train,train,train
2384.0,test,train,train,train,validation
2389.0,test,validation,train,train,train
2390.0,test,train,train,train,validation
2395.0,test,validation,train,train,train
2396.0,test,train,train,train,validation
2397.0,test,validation,train,train,train
2400.0,test,train,train,validation,train
2404.0,test,train,train,train,train
2405.0,test,train,validation,train,train
2408.0,test,train,train,validation,train
2410.0,test,train,train,train,train
2413.0,test,train,train,train,train
2414.0,test,train,train,validation,train
2415.0,test,train,train,train,train
2416.0,test,train,train,validation,train
2422.0,test,train,validation,train,train
2425.0,test,train,train,train,train
2426.0,test,train,train,train,train
2428.0,test,train,train,train,train
2430.0,test,train,train,train,train
2431.0,test,train,train,train,train
2432.0,test,train,train,train,train
2434.0,test,train,train,train,train
2436.0,test,train,train,train,train
2438.0,test,train,train,train,train
2440.0,test,train,train,train,train
2442.0,test,train,train,train,train
2444.0,test,train,train,train,validation
2447.0,test,validation,train,train,train
2450.0,test,train,train,train,train
2451.0,test,train,train,train,train
2452.0,test,train,train,train,train
2455.0,test,train,train,train,validation
2457.0,train,validation,train,train,train
2458.0,train,train,train,train,train
2459.0,train,train,validation,train,train
2460.0,train,train,train,train,train
2461.0,validation,train,train,train,train
2463.0,train,train,validation,train,train
2464.0,train,train,train,train,train
2465.0,train,train,train,train,train
2466.0,train,train,test,train,train
2467.0,train,train,test,train,train
2468.0,train,train,test,train,train
2470.0,train,train,test,validation,train
2471.0,train,train,test,train,train
2472.0,train,train,test,train,validation
2473.0,train,validation,test,train,train
2475.0,train,train,test,train,train
2476.0,train,train,test,train,train
2477.0,train,train,test,train,train
2478.0,train,train,test,validation,train
2479.0,train,train,test,train,train
2480.0,train,train,test,validation,train
2481.0,train,train,test,train,train
2482.0,train,train,test,train,train
2483.0,train,train,test,train,train
2484.0,train,train,test,train,train
2485.0,train,train,test,train,train
2486.0,train,train,test,train,train
2488.0,validation,train,test,train,validation
2489.0,train,validation,test,train,train
2490.0,train,train,test,train,train
2491.0,train,train,test,train,train
2493.0,train,train,test,train,train
2494.0,train,train,test,train,validation
2495.0,train,validation,test,train,train
2496.0,validation,train,test,validation,train
2497.0,train,train,test,train,train
2499.0,train,train,test,train,train
2500.0,train,train,test,train,train
2501.0,train,train,test,train,train
2502.0,train,train,validation,train,test
2503.0,train,validation,train,train,test
2504.0,train,train,validation,train,test
2505.0,train,train,train,train,test
2506.0,train,train,train,validation,test
2507.0,train,train,train,train,test
2508.0,train,train,train,test,validation
2509.0,train,train,train,test,train
2511.0,train,train,train,test,train
2512.0,train,train,train,test,train
2513.0,train,train,train,test,train
2514.0,train,train,train,test,train
2516.0,train,train,train,test,train
2517.0,train,train,train,test,train
2518.0,train,train,train,test,train
2519.0,validation,train,train,test,train
2520.0,train,train,train,test,train
2521.0,train,train,train,test,train
2522.0,validation,test,train,train,train
2523.0,train,test,train,train,train
2528.0,train,test,train,train,train
2529.0,validation,test,train,train,train
2530.0,train,test,train,train,train
2531.0,validation,test,train,train,train
2532.0,train,test,train,train,train
2533.0,train,test,train,train,train
2534.0,train,test,train,train,train
2535.0,train,test,train,train,train
2536.0,train,test,train,validation,train
2537.0,train,test,train,validation,validation
2538.0,train,test,train,train,train
2539.0,train,test,train,train,train
2544.0,test,train,validation,train,train
2545.0,test,train,train,train,train
2547.0,test,train,train,train,train
2548.0,test,train,train,train,train
2550.0,test,train,train,train,validation
2551.0,test,train,train,validation,train
2557.0,test,validation,train,train,train
2558.0,test,train,validation,train,train
2560.0,test,train,train,train,train
2567.0,train,train,validation,train,train
