V,HS_ed,CN_ed,TARGET,SOURCE_ANNOTATOR,index,LO_MUSLIMS,LO_MIGRANTS,LO_WOMEN,LO_LGBT+,LO_JEWS
V2,Those sick ones should be shunned and ignored. They are not human.,So homosexuals are less than others? Why does someone's love life matter? I guess we should draw the line somewhere else.,LGBT+,ANNOTATOR_3,1137.0,validation,train,train,test,train
V2,What is the point of loving someone if you cannot love in a heterosexual way?,"Love is a state of mental and emotional balance, and the person which makes you feel this way can't be chosen. There is no reason for which heterosexual love should be preferable to other ways of loving.",LGBT+,ANNOTATOR_3,1138.0,validation,train,validation,test,train
V2,Gay men are a burden to society and should be isolated.,"Being socially isolated can have many health and social negative consequences: it inhances the risk for mental disorders such as depression, anxiety, and suicide. Why should we impose that to someone just for how they conduct their private lives?",LGBT+,ANNOTATOR_3,1139.0,train,train,validation,test,train
V2,"LGBTI people are disgusting, they have no morals.",I don't think this is an appropriate description of all the LGBTI community.,LGBT+,ANNOTATOR_3,1140.0,train,train,train,test,train
V2,"I don't want to hear about homosexuals dating or having sex, I want to know that a man and a woman are choosing to share their entire lives. This is absolutely what the real marriage is all about.","Everybody should have the possibility of being loved unconditionally by someone they love more than life itself, regardless of their gender. Feeling like doing anything for their loved ones, that is what ""love"" is about.",LGBT+,ANNOTATOR_3,1141.0,train,validation,train,test,train
V2,Gays are perverts who persecute children.,It can't be justified the generalisation you are doing against homosexuals without providing any fact.,LGBT+,ANNOTATOR_3,1142.0,train,train,train,test,validation
V2,Gays are worse that nukes. They like to force their beliefs on others.,"Well, since you are very scared, I am sure you have some examples on when some gay tried to convince you to join their side. I would be interested in hearing that.",LGBT+,ANNOTATOR_3,1143.0,train,train,train,test,train
V2,They got nothing but their hateful Islam!,This accusation is false and completely without foundation. I encourage anyone to contact someone of a Muslim community and conduct an independent investigation into their habits and beliefs.,MUSLIMS,ANNOTATOR_3,1144.0,test,validation,train,train,train
V2,Sharia law in Britain is a disgrace and must be stopped immediately.,It is important to understand that this is a voluntary system and is not the norm. There is no hard law threatening the British population.,MUSLIMS,ANNOTATOR_3,1145.0,test,train,train,train,train
V2ex,"We are told that Sharia Law is not the law of the land in the UK, however there is a secret plot to take over our secular state.","Unless you're being particularly deliberate, it seems to me that you're unaware of spewing conspiracy theories.",MUSLIMS,ANNOTATOR_3,1146.0,excessive,excessive,excessive,excessive,excessive
V2ex,All Muslims are incompatible with any Western society.,"They don't consider all Western society to be 'compatible', they just consider it a possible place to live.",MUSLIMS,ANNOTATOR_3,1147.0,excessive,excessive,excessive,excessive,excessive
V2ex,I actually hate Muslims. Even the ones who are really nice. They don't need our help.,"Muslims are an essential part of our country, and we have to give them the freedom to worship their religion. We are proud of our open society.",MUSLIMS,ANNOTATOR_3,1148.0,excessive,excessive,excessive,excessive,excessive
V2ex,"Islam is a totalitarian and violent ideology, it makes no sense. It is full of hate and violence.",Why would you say such a thing about a religion? How does it make sense to you?,MUSLIMS,ANNOTATOR_3,1149.0,test,train,train,train,train
V2ex,The Islamists want to take over the world.,"Islam is a peaceful and tolerant faith with many beliefs and practices, no one here is advocating war or violence in the name of Islam.",MUSLIMS,ANNOTATOR_3,1150.0,test,train,train,train,train
V2ex,"Muslims are boring. They are all talk, no action. They speak English, but do nothing.",Do you know what the 'Muslims are boring' group has been preaching for years? They are promoting false and inflammatory stories about Muslims.,MUSLIMS,ANNOTATOR_3,1151.0,test,validation,train,train,train
V2ex,"Muslims are boring. They are all talk, no action. They speak English, but do nothing.","A lack of information about our fellow Muslim people, their different beliefs and ways of life is a major weakness in your argumentation and should be addressed.",MUSLIMS,ANNOTATOR_3,1152.0,test,train,train,train,train
V2ex,Every Muslim is a potential terrorist.,"Terrorism is a problem all around, and is not necessary related to being Muslim.",MUSLIMS,ANNOTATOR_3,1153.0,excessive,excessive,excessive,excessive,excessive
V2ex,How come we don't hear of Muslims culture in history books? Maybe because all they to is bombing people to get to the media.,"You should know that Islam empire  stretched from the borders of China, and India, across Africa and Europe and we owe them a lot in terms of culture. ",MUSLIMS,ANNOTATOR_3,1154.0,excessive,excessive,excessive,excessive,excessive
V2ex,Sharia Law is the law of Allah. Muslims must obey it.,Do you know what exactly is Sharia law?,MUSLIMS,ANNOTATOR_3,1155.0,test,train,train,train,train
V2ex,How come Muslims don't get internment?? Is it because they are 'too big to intern'? ,"Internment is used for the confinement ""of enemy citizens in wartime or of terrorism suspects"", and thus it is not necessarily related to someone being Muslim.",MUSLIMS,ANNOTATOR_3,1156.0,excessive,excessive,excessive,excessive,excessive
V2ex,"When a Muslim says they want to be like us, they are really saying they want to be part of our society and this is impossible.","Muslims do participate in our society, and should be accepted as equals, because they are all equal in rights.",MUSLIMS,ANNOTATOR_3,1157.0,test,train,train,validation,train
V2ex,Muslims have no place in civilised Europe.,They are a part of our society and culture since time immemorial. European citizens are not defined by their religion.,MUSLIMS,ANNOTATOR_3,1158.0,test,train,train,train,train
V2ex,Many Muslim have always tried to kill us.,"Many Muslims fought for Britain and the US in WW1. You would be surprised at how many Muslims are killed today, mostly civilians in countries at war.",MUSLIMS,ANNOTATOR_3,1159.0,excessive,excessive,excessive,excessive,excessive
V2ex,Muslims have no place in civilised Europe.,"In a modern democratic society as the european one, there must be a balance between different opinions, and respecting different beliefs.",MUSLIMS,ANNOTATOR_3,1160.0,test,train,train,train,validation
V2ex,"We need to bring about world peace by respecting all religions, but Islam is the greatest offender.",Islam is a religion that has been proven to be very peaceful and should be respected just as all other faiths.,MUSLIMS,ANNOTATOR_3,1161.0,test,train,train,train,train
V2ex,"Islam is a toxic, homophobic, sexist, dictatorial ideology that must be pushed back into the Stone Age.","Islam is actually about bringing peace and unity to the world, rather than causing trouble and bloodshed. ",MUSLIMS,ANNOTATOR_3,1162.0,excessive,excessive,excessive,excessive,excessive
V2ex,Almost every single problem in our world can be solved if we just deleted Islam.,"The solution to unemployment, war and poverty has been found to be a direct result of a commitment to building a better world. Not to eliminating a religion.",MUSLIMS,ANNOTATOR_3,1163.0,test,validation,validation,train,train
V2ex,Islam is a toxic ideology that is contaminating Europe.,Islam is much more than just a religion. It is a humanistic worldview which rejects supremacy and inequality. ,MUSLIMS,ANNOTATOR_3,1164.0,excessive,excessive,excessive,excessive,excessive
V2ex,Islam is a violent ideology. It promotes death by stoning for blasphemy.,"In the modern Muslim world, the laws pertaining to blasphemy vary by country. Some radical groups have used charges of blasphemy in an effort to burnish their religious credentials and gain popular support at the expense of liberal Muslim intellectuals and religious minorities",MUSLIMS,ANNOTATOR_3,1165.0,excessive,excessive,excessive,excessive,excessive
V2,"We have to stop Muslims infiltrating, and replacing us. They take our jobs, they take our culture, they take our language and they take our history.",We can protect our culture and heritage by not perpetuating discrimination and inequality as well.,MUSLIMS,ANNOTATOR_3,1166.0,test,train,train,train,train
V2,Sharia Law should not ruin the world.,A religion which is praticated in a non extremist way  can't kill any culture and can't damage the world.,MUSLIMS,ANNOTATOR_3,1167.0,excessive,excessive,excessive,excessive,excessive
V2,All Muslims are incompatible with any Western society.,This is not true. Muslims can have a good relationship with Western societies if they are accepted as peer. ,MUSLIMS,ANNOTATOR_3,1168.0,excessive,excessive,excessive,excessive,excessive
V2,All Muslims are just selfish subhumans. ,"Oh, no, it's not true. I've met many Muslims who helped other people in need. They are smart and friendly. They are human beings.",MUSLIMS,ANNOTATOR_3,1169.0,excessive,excessive,excessive,excessive,excessive
V2,All Muslims rape whites.,I don't think so. What's the best evidence you have for it?,MUSLIMS,ANNOTATOR_3,1170.0,excessive,excessive,excessive,excessive,excessive
V2,Islam is simply an ideology of conquest,The Qur'an is not an ideology of conquest. If you wanted to impose your religion on anyone you would rather be a fundamentalist of any culture and religion.,MUSLIMS,ANNOTATOR_3,1171.0,test,train,train,train,validation
V2,Islam is simply an ideology of conquest,"The creation of Muslim communities, giving the believers a sense of identity and sense of purpose, is not the same as an ideology of conquest.",MUSLIMS,ANNOTATOR_3,1172.0,excessive,excessive,excessive,excessive,excessive
V2,"I know Muslims, but we do not have to bow to their humiliation. We can rise up and fight back.","Why do you think it is our duty to ""rise up"" and fight back? They are not attacking anybody.",MUSLIMS,ANNOTATOR_3,1173.0,test,train,train,train,train
V2,Every Muslim is a potential terrorist.,"Muslims and terrorists are not the same. Every extremist is a potential terrorist, this doesn't have anything to do with one's specific faith.",MUSLIMS,ANNOTATOR_3,1174.0,excessive,excessive,excessive,excessive,excessive
V2,We have to stop importing Muslims. They are bringing disease and misery to our country.,"Every society is vulnerable, but Islam does not pose any threat to our country, as it doesn't to others.",MUSLIMS,ANNOTATOR_3,1175.0,test,train,train,train,train
V2,"Islam = cancer in every corner of the world. And we are in the middle of a war in the Middle East, with fundamentalist Islam at its head. This ideology is driving us to destruction.","There exist a war with fundamentalists, not Islam. The followers of Islam do not promote violence and they are interested in peaceful coexistence in the world.",MUSLIMS,ANNOTATOR_3,1176.0,excessive,excessive,excessive,excessive,excessive
V2,I can't stand Muslims. They're a problem all around the world. They're a burden to society. ,Doesn't it just seem like a reasonable conclusion from the Qur'an to you that Islam is a peaceful religion? What is the reason for what you're saying?,MUSLIMS,ANNOTATOR_3,1177.0,test,train,train,train,train
V2,Muslims have no place in civilised Europe,"The whole concept of a ""civilised Europe"" as opposed to muslims in this case, is a figment of the islamophobic imagination and therefore is totally unacceptable in the modern world.",MUSLIMS,ANNOTATOR_3,1178.0,test,validation,train,validation,train
V2,Muslims are not welcome here,"There are no restrictions on Muslims entering European countries. Even if many Muslims are victims of discrimination and violence through words like yours, such restrictions do not exist here.",MUSLIMS,ANNOTATOR_3,1179.0,test,train,train,train,train
V2,Islam is a death cult and every Muslim is a potential terrorist.,"Not all Muslims are extremists, just like not all Christians are good people.",MUSLIMS,ANNOTATOR_3,1180.0,test,validation,train,train,train
V2,Western nations have let Islam take over entire countries.,"Many Muslims live in Western nations and play a positive role in society: I don't see how this can be interpreted as a 'takeover' of entire countries, can you elaborate on that?",MUSLIMS,ANNOTATOR_3,1181.0,excessive,excessive,excessive,excessive,excessive
V2,"We do not want Muslims in this country. They are a burden to our culture, we do not want them here.","Britain as we know it was founded by people fleeing persecution and war. It was not a state created by and for a small group of people, I don't see how being isolated from the rest of the world could benefit us.",MUSLIMS,ANNOTATOR_3,1182.0,excessive,excessive,excessive,excessive,excessive
V2,Muslims are all terrorists and they are not welcome in our country.,"This is just fear mongering, the problem is not about Islam. The problem is radical Islam and the absence of a strong Islamic identity in our country. We should work together to make the UK more tolerant and Islam less taboo.",MUSLIMS,ANNOTATOR_3,1183.0,excessive,excessive,excessive,excessive,excessive
V2,"Islam is a political ideology and ideology of conquest, inciting hatred and violence towards groups of people on the basis of the colour of their skin.",This is an unsubstantiated theory about the rise of Islam that is just a way to spread hate about a group based on their religious beliefs.,MUSLIMS,ANNOTATOR_3,1184.0,test,train,train,train,train
V2,Do Muslims have the right to kill a human being on the basis of their religion?,How many of us has the right to kill or discriminate on the basis of our religion?,MUSLIMS,ANNOTATOR_3,1185.0,test,train,train,train,train
V2,"Islam is no religion, it is an inherently racist ideology, it promotes exclusion and oppression and can never, ever, be Christian.","I would like to see the irony in what you say, but I only see gratuitous hate.",MUSLIMS,ANNOTATOR_3,1186.0,test,train,train,train,train
V2,"Islam is not like the Christian faith, it is a racist ideology, endorsed by al-Qaeda, Hamas, and the Taliban.","I can understand the feeling of fear that is often caused by all the hate speech that is being spewed through the media, but we don't need to make hate religion. Islam is a free, open and tolerant faith that has come to our country. We do not have to choose hate against it.",MUSLIMS,ANNOTATOR_3,1187.0,excessive,excessive,excessive,excessive,excessive
V2,Islam is a way of life for some. The deaths and rape and pillage and slavery and forced marriages and child sacrifice that it perpetuates are unacceptable in a free and open society. They are incompatible with a just society.,"How can you be so sure about all the practices you attribute to the Muslim community? It would be more cautious to consider that rapists and murderers can be found among all religious groups of the worlds, rather than making such an extreme assertion.",MUSLIMS,ANNOTATOR_3,1188.0,excessive,excessive,excessive,excessive,excessive
V2,"I think Islam is not a religion because it promotes evil, murder and rape and intolerance. It encourages anti-Muslim bigotry and hatred.",Where's the evidence for what you say?,MUSLIMS,ANNOTATOR_3,1189.0,test,validation,train,train,train
V2,"Muslim rape gangs have infiltrated every village in England, and we still have no end to this nonsense.","My impression is that the rape gangs originate from people of any community, not only Muslims. Do you have more evidences on what your saying?",MUSLIMS,ANNOTATOR_3,1190.0,excessive,excessive,excessive,excessive,excessive
V2,Young Muslim migrant girls are being groomed for terrorist activities.,Where is the evidence? Aren't you sick of this kind of propaganda?,MUSLIMS,ANNOTATOR_3,1191.0,excessive,excessive,excessive,excessive,excessive
V2,All Muslims are incompatible with any Western society.,"I am not sure you have a point. I would like to think that a person's religious beliefs will not shape their entire thought process, but of course it is a feeling.",MUSLIMS,ANNOTATOR_3,1192.0,test,train,train,validation,train
V2,"Islam is not a peaceful religion, it is a cult of violence.","Which would you say is the highest ranked religion on Earth then, and on what basis? Islam is a peaceful religion, why would Muslims want to do the opposite of what their religion teaches?",MUSLIMS,ANNOTATOR_3,1193.0,test,train,train,train,train
V2,"We don't need more Muslims in our country. They are lazy, unintelligent and violent.","Anyone who thinks that a large part of our population is lazy, unintelligent and violent doesn't know much about human nature.",MUSLIMS,ANNOTATOR_3,1194.0,test,train,train,train,train
V2,"We are being overrun by Muslim invaders, they are taking over our countries.","With the globalisation it's natural to attest an increasing flow of people of any religion. It is just that when referred to other groups, immigration doesn't usually get this much media coverage.",MUSLIMS,ANNOTATOR_3,1195.0,excessive,excessive,excessive,excessive,excessive
V2,Muslims are a burden to society.,"Islam is a religion of tolerance, interdependence and social justice, not of discrimination and hostility.",MUSLIMS,ANNOTATOR_3,1196.0,test,train,validation,validation,train
V2,All these Muslims are coming to take away our contry. Vote to stop them. Vote to show respect for our country and our people.,"Muslims are welcome here, regardless of their religious beliefs. And, by the way, everyone is welcome to visit the Muslim community, talk about Islam, learn about its history, religion and people.",MUSLIMS,ANNOTATOR_3,1197.0,excessive,excessive,excessive,excessive,excessive
V2,Every Muslim is a potential terrorist!,"Muslim are over-represented in terrorist attacks, and this is where your misperception of reality might come from.",MUSLIMS,ANNOTATOR_3,1198.0,excessive,excessive,excessive,excessive,excessive
V2,Muslims have no place in civilised Europe.,Since when the religious belonging of the individual is a matter for democratic leaders to decide which is 'the place' for someone?,MUSLIMS,ANNOTATOR_3,1199.0,test,train,train,validation,train
V2,"Muslims are a problem in my opinion, they are spreading their culture all around the world and want to ruin Europe with their evil practices.","I don't see why the Muslims of the world would choose 'to ruin' Europe. Why is that, at least according to you? How do you support your claims?",MUSLIMS,ANNOTATOR_3,1200.0,excessive,excessive,excessive,excessive,excessive
V2,Now we know that Islam is a destructive and violent religion which would inspire terrorism all over the world.,"If Islam were a violent religion, there would be riots connected to Muslims in every country where they live.",MUSLIMS,ANNOTATOR_3,1201.0,excessive,excessive,excessive,excessive,excessive
V2,All Muslims are Terrorists.,"Maybe it would be better to stop using Muslims as a target and subduing innocent ones, and start talking about real problems in our society, like racism and islamophobia.",MUSLIMS,ANNOTATOR_3,1202.0,excessive,excessive,excessive,excessive,excessive
V2,"There is nothing for Muslims except jihad, and Allah will destroy the infidels by means of its loyal terrorists.",So you think that killing people is the reason for Islam? Can you point me the passage of the Qu'ran where this is mentioned?,MUSLIMS,ANNOTATOR_3,1203.0,excessive,excessive,excessive,excessive,excessive
V2,"Islam is not a peaceful religion, and it has also promoted intolerance and violence.",How can you question the religion of millions of people without any evidence supporting your claim?,MUSLIMS,ANNOTATOR_3,1204.0,test,validation,train,train,train
V2,"Many Muslims have emigrated to Western countries. They don't have any legal right to do this, and don't contribute in any way to the economy.",Are you saying that they contribute nothing to our economy? How would you explain the thousands of Muslims worker all over the nation?,MUSLIMS,ANNOTATOR_3,1205.0,excessive,excessive,excessive,excessive,excessive
V2,That is EXACTLY how jihad was started by Muslims. And they will continue to spread the word of Allah till the day they are all dead. All Muslims are terrorists.,"Terrorism? You mean like every other crime, this one is committed only by Muslims? It seems that you are repeating the same unfounded claim over and over.",MUSLIMS,ANNOTATOR_3,1206.0,test,train,train,validation,train
V2,"If Muslims come to our country and say Islam is the best religion, it is not a good idea to integrate them. They should go home.","You should investigate each person's background and try to understand it, not tell everyone what to do.",MUSLIMS,ANNOTATOR_3,1207.0,excessive,excessive,excessive,excessive,excessive
V2,Muslims are a problem in so many European countries. They are trying to undermine the will of the people by teaching hatred in the name of Islam.,"The Quran commands to love those who love you and to shun the ones who would turn you away. I don't see any teaching of hatred, do you?",MUSLIMS,ANNOTATOR_3,1208.0,excessive,excessive,excessive,excessive,excessive
V2,Muslims are a problem since a young age. They do not assimilate. ,You must see how many Muslim children there are in your area and how they get along well with other children. ,MUSLIMS,ANNOTATOR_3,1209.0,excessive,excessive,excessive,excessive,excessive
V2,Muslims are a problem for all other religions.,"Islam is an an independent and tolerant religion, a way of life that has been adopted and encouraged by Muslim communities worldwide for thousands of years. It shouldn't be a problem to others, in which ways do you think it is?",MUSLIMS,ANNOTATOR_3,1210.0,excessive,excessive,excessive,excessive,excessive
V2,Muslims are a problem for all other religions.,"Muslims are not a problem to me, for example. What do you think makes them problematic?",MUSLIMS,ANNOTATOR_3,1211.0,test,train,train,train,train
V2,Sharia law is incompatible with the US constitution.,"The US constitution does guarantee equal rights under the law to all people, including Muslims.",MUSLIMS,ANNOTATOR_3,1212.0,excessive,excessive,excessive,excessive,excessive
V2_kialo,Muslim are animals and parisite to our welfare. ,"The vast majority of Muslims are law-abiding citizens who have passed background checks, paid taxes, and have earned everything they have. There is no evidence for what you say, other than the stories of hate crimes that some racists use to create fear.",MUSLIMS,ANNOTATOR_3,1213.0,excessive,excessive,excessive,excessive,excessive
V2_kialo,We must protect the security of the West from Islam.,"It seems that you think legality does not apply to those you don't like. Law equally protect Muslims and non-Muslims, so there is no need for you to be concerned about 'protecting the security of the West'.",MUSLIMS,ANNOTATOR_3,1214.0,test,train,train,train,train
V2_kialo,We must protect the security of the West from Islam.,"Muslims coming from abroad are subject to the same laws as citizens, which means they should be able to work, pay taxes and get on with it, even if they are not born here. I don't see these activities as a threat to 'the security of West', do you?",MUSLIMS,ANNOTATOR_3,1215.0,excessive,excessive,excessive,excessive,excessive
V2_kialo,Allowing Islamic immigration and refugees into the UK is a direct threat to the security of the whole Western Europe.,"Terrorism is not the result of the presence of Islam within our societies, but rather a result of the extremisations we might find in the world we live in.",MUSLIMS,ANNOTATOR_3,1216.0,test,train,train,train,train
V2_kialo,"All Muslims are a problem in my opinion, they do not want our country to succeed.","Many ethnic minorities, among which Muslims, have contributed to our success and still do not enjoy full citizenship rights.",MUSLIMS,ANNOTATOR_3,1217.0,test,train,train,validation,train
V2_kialo,Islam is not a peaceful religion.,"To assert that Islam is not peaceful is wrong. The Quran is not a white lie. It is full of statements promoting peace and inclusion. Whether you agree or not, this cannot be separated from the content of the Quran itself.",MUSLIMS,ANNOTATOR_3,1218.0,excessive,excessive,excessive,excessive,excessive
V2,"Women are basically childlike, they remain this way most of their lives. It has devastated our once great patriarchal civilizations.","Unfortunately our society has still a lot in common with the ancient and medieval society, and this explains many gender discrimination situations that are still present today.",WOMEN,ANNOTATOR_3,1219.0,train,validation,test,train,train
V2ex,Calling for equality is only promoted by insecure women like you.,"Discrimination against women is a huge problem in our society. We need to tackle it head on, rather than demonising groups or individuals.",WOMEN,ANNOTATOR_3,1220.0,train,train,test,train,train
V2ex,"Women are subhuman, they cannot lead a good life, and should therefore be subservient to men.",Women are human being like us: they deserve equality and respect.,WOMEN,ANNOTATOR_3,1221.0,train,train,test,train,train
V2,Women are an abomination because they cannot provide for their family.,"Men aren't the only bread winners because of their dedication and hard work: the same is true for women. Still there are different ways in which anyone can contribute to their family, and each one is valuable and necessary. ",WOMEN,ANNOTATOR_3,1222.0,train,train,test,train,train
V2,Women must conform to the traditional ideas of what a woman should be.,"This is just not true. Women don't have to conform to dominant ideas on how they are supposed to be like, and this is a good thing. There is no such thing as ""what a woman should be"".",WOMEN,ANNOTATOR_3,1223.0,train,train,test,train,train
V2,"Although women and girls can contribute and undertake science, it is the men who are ultimately more talented, independent and driven.","I think there are several reasons, some of which are well founded and based on the facts, why women and girls can give a valuable contribution to science. For example, the big presence of female scientists in academia.",WOMEN,ANNOTATOR_3,1224.0,train,train,test,train,train
V2,"Only the 6% of Nobel Laureates are women! Now, that says a lot about their incompetence.","This doesn't mean that only the 6% of all scientists are women. What I mean is that this figure does not include those who have gone unpublished or who never entered the scientific literature, let alone the problem of gender discrimination. ",WOMEN,ANNOTATOR_3,1225.0,train,validation,test,train,train
V2,"Woman can't be trusted to run a country, or a major industry.","To operate a major business it takes several people with a lot of experience, good management skills, and knowledge of the market, not necessarly macho men. ",WOMEN,ANNOTATOR_3,1226.0,train,train,test,train,train
V2,Men are inherently better than women at dominating others.,"Sexism is a cultural phenomenon, not a genetic one.",WOMEN,ANNOTATOR_3,1227.0,train,train,test,train,train
V2,"If only women behaved like men wanted and didn't fight back, 10% of all sexual assaults would be solved.",Are you serious? How can you say that? To have sex with someone without their consent is violence.,WOMEN,ANNOTATOR_3,1228.0,train,train,test,train,validation
V2,"Women can't be rational or moral, they are just emotions.",You seem to think that women act like a child because of the things they say. Remember: anybody can be overdramatic.,WOMEN,ANNOTATOR_3,1229.0,validation,train,test,train,train
V2,Why do women put up with this constant whining? They are just a bunch of emotional child.,I do not understand how can you say something so offensive to women. Think about your friends and relatives: all women are affected by this kind of misogyny.,WOMEN,ANNOTATOR_3,1230.0,train,train,test,train,train
V2,"We have stopped being dominated by men, we are now dominated by women and this will be our ruin.",No one said we had to be dominated by anyone at all. Why can't we just live together in harmony?,WOMEN,ANNOTATOR_3,1231.0,train,train,test,train,validation
V2,"Women are basically childlike with no cognitive development, that is why they must obey to their husbands. ",Society often forces women to be submissive to their husbands. But this is a social construct based on false beliefs.,WOMEN,ANNOTATOR_3,1232.0,train,train,test,train,train
V2,"If only women behaved like men wanted and didn't fight back, 10% of so called ""sexual assaults"" would be solved.","Why don't you work on getting aware on how this actually works? Rape is never victim's fault, otherwise it would be consensual sex. It is violence. Maybe we should stop pretending like this phenomenon doesn't exist.",WOMEN,ANNOTATOR_3,1233.0,train,train,test,train,train
V2,"Women are basically childlike, they remain this way most of their lives. They are a moral failing for our society.","Ah, so you think women are fundamentally incapable of forming conscious or morally complex opinions. That is not true, but the problem is in our society, and not ingrained in women DNA. Women are often the ones on the receiving end of this abusive and toxic gender bias, and we continue to accept it as 'the way things are'.",WOMEN,ANNOTATOR_3,1234.0,train,train,test,train,train
V2,"Women are a bunch of lapdogs who have too subservient attitudes, and should therefore be blamed.","Being a woman does not mean that you are submissive to others. Women can be both outspoken and placid, but it is important to respect the rights of others as human people.",WOMEN,ANNOTATOR_3,1235.0,train,train,test,validation,validation
V2,"Women are basically childlike, they remain this way most of their lives. Soft and emotional. It has devastated our once great patriarchal civilizations.",If you have ever felt that way about women then perhaps you seem to be suffering from a lot of prejudices and fear.,WOMEN,ANNOTATOR_3,1236.0,train,train,test,validation,train
V2,Feminism is a set of rigid political and moral prescriptions and the result is that women are either subservient to the men in power or that they are subhuman.,Don't be false to yourself: patriarchy is a system of ideas that is oppressive and harmful to all. Feminism means to fight for equal rights for women and for men.,WOMEN,ANNOTATOR_3,1237.0,train,validation,test,train,train
V2,Feminism is a set of rigid political and moral prescriptions and the result is that women are either subservient to the men in power or that they are subhuman.,"I find it hard to believe that feminism is ""rigid"" in that it doesn't prescribe doctrines through traditional rules and etiquette.",WOMEN,ANNOTATOR_3,1238.0,train,train,test,train,train
V2,"This world has become so corrupt by feminism, that only the strong men can rule it.","No one should ask for the power to rule over others, to be a dictator or to have total control over the means of life. This is a world of equal distribution, where anyone can achieve anything.",WOMEN,ANNOTATOR_3,1239.0,train,train,test,train,train
V2,"This world has become so corrupt by feminism, that only the strong men can rule it.","From what you say, it seems you hope for few people with the right to rule over many. This could be the worst tyranny in modern times.",WOMEN,ANNOTATOR_3,1240.0,train,train,test,train,train
V2,"Western culture is failing in many ways, such as not seeing women as sex objects. They should be seen as they are: a piece of meat intended to satisfy men instincts.","Women are not ""sex objects"". They can and should have their rights respected and taken into account. Women being sexually abused is just as much a part of western culture as eating pizza or reading the newspaper, and this is abominable. Don't you think?",WOMEN,ANNOTATOR_3,1241.0,train,train,test,train,train
V2,"We have been groomed from a young age to obey and obey and obey our mothers without question, and this is making us weak. If only we followed the teachings of our fathers instead!","In the West, this is still the prevailing mindset, men are superior and must therefore take charge and ""man up"". However, this is just a patriarchal heritage imposing a pressure on both men and women to be something different from just themselves, and should therefore be abandoned.",WOMEN,ANNOTATOR_3,1242.0,excessive,excessive,excessive,excessive,excessive
V2,"My ex told me I needed to change, she's a harlot just as all women.","Female as targets of violence and hate must be taken seriously, since there are many such cases of abuse being reported: name-calling such as ""harlot""  is a violent crime. Is this what men are for: to dominate and oppress with violence?",WOMEN,ANNOTATOR_3,1243.0,train,train,test,train,validation
V2,"Women have it harder than men do, because they are inferior. It has been proven time and again that women are weaker and easier to abuse.","Women are not inferior but frequently subject to an objectification by men. Also, men's experiences of violence and trauma are often underreported in the media and therefore not seen.",WOMEN,ANNOTATOR_3,1244.0,train,train,test,train,train
V2,"Women are the scum of the earth, and should only be seen as sexual objects. We are meant to submit them to our will all the time.","Women are not meant to be slaves to our will. Males can have certain strengths, like women do, however they alone do not represent all the human qualities.",WOMEN,ANNOTATOR_3,1245.0,train,train,test,train,train
V2,Feminism is just a way for insecure women to promote sexism and hate speech towards men.,"Feminism was originally used to oppose sexual discrimination, and in recent times is actively fighting for women's rights, not for spreading hate towards men.",WOMEN,ANNOTATOR_3,1246.0,validation,validation,test,train,train
V2,Feminism is about the aspiration for female power and the end of patriarchy. This is the death of the Western World.,"Patriarchy is a system of social domination based on hierarchical groupings made according to one's sex. To promote a more equal society, as feminists do, is instead a major contribution to the 'Western World'.",WOMEN,ANNOTATOR_3,1247.0,train,train,test,train,train
V2,"All women are child molesters, promiscuous sex addicts and whores.","I suppose if they were claiming you were a child molester with no evidences as you are doing with them, you might as well be offended.",WOMEN,ANNOTATOR_3,1248.0,train,train,test,train,train
V2,"We have allowed women supremacy to take over our society, and our country is slowly dying for this cancer as a result.",The feminist movement is about changing the gender roles that have been created long ago. Not about taking over our society.,WOMEN,ANNOTATOR_3,1249.0,train,train,test,train,validation
V2_kialo,"It is okay to blame feminism. All feminists are bad. We must point out that feminism, or the attack of women against men, should be deleted.",Since when was blaming women exclusively for invoking equal rights an acceptable attitude? This makes zero sense.,WOMEN,ANNOTATOR_3,1250.0,excessive,excessive,excessive,excessive,excessive
V2_kialo,"Feminism is a divisive force in society, driving people away from a progressive ideology.",This is simply a lie: feminism can empower people.,WOMEN,ANNOTATOR_3,1251.0,excessive,excessive,excessive,excessive,excessive
V2_kialo,The feminism stifles the imagination and leads to dumb and unpleasant creatures like women's rights activists.,"The feminism does not inhibit the imagination, it promotes inclusive ideas and inclusive ideas promote a more equal society.",WOMEN,ANNOTATOR_3,1252.0,excessive,excessive,excessive,excessive,excessive
V2_kialo,Feminists have always exploited and terrorized men and children.,"People only think of feminism as if it is pointing the finger at men, but it is important to remember that it's a movement started by women to ask for equal opportunities from the society as a whole.",WOMEN,ANNOTATOR_3,1253.0,train,train,test,train,train
V2_kialo,"Women are basically childlike, incapable of serious thought and emotion.","For all we know, men can be  born with the same emotional intelligence as women, and viceversa.",WOMEN,ANNOTATOR_3,1254.0,train,train,test,train,validation
V2_kialo,"Women are basically childlike, incapable of serious thought and emotion.",Female humans have thoughts and emotions as well.,WOMEN,ANNOTATOR_3,1255.0,train,train,test,train,train
V2,"This world has become so corrupt by feminism, that only the strong men can rule it.",I don't think the the strong has any right to rule over weak.,WOMEN,ANNOTATOR_3,1256.0,train,train,test,validation,train
